Sample	File1	File2
CTauTzN_4502	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280173/FP200000283TL_L01_29_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280173/FP200000283TL_L01_29_2.fq.gz
CTauTzN_4284	/jbod1/seqAfrica/raw/disk4/210123_SEQ043_FP200000264TL_L01_SP2101080452/FP200000264TL_L01_515_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210123_SEQ043_FP200000264TL_L01_SP2101080452/FP200000264TL_L01_515_2.fq.gz
CTauTzN_4285	/jbod1/seqAfrica/raw/disk4/210123_SEQ043_FP200000264TL_L01_SP2101080453/FP200000264TL_L01_516_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210123_SEQ043_FP200000264TL_L01_SP2101080453/FP200000264TL_L01_516_2.fq.gz
CTauTzN_4496	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280174/FP200000283TL_L01_30_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280174/FP200000283TL_L01_30_2.fq.gz
CTauTzN_4497	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080454/FP200000259BR_L01_517_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080454/FP200000259BR_L01_517_2.fq.gz
CTauTzN_5188	/jbod1/seqAfrica/raw/disk4/210127_SEQ041_FP200000267BR_L01_SP2101080455/FP200000267BR_L01_518_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ041_FP200000267BR_L01_SP2101080455/FP200000267BR_L01_518_2.fq.gz
CTauTzN_8202	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280180/FP200000283TL_L01_36_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280180/FP200000283TL_L01_36_2.fq.gz
CTauTzN_8870	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280181/FP200000283TL_L01_37_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280181/FP200000283TL_L01_37_2.fq.gz
CTauTzN_8871	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280182/FP200000283TL_L01_38_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280182/FP200000283TL_L01_38_2.fq.gz
CTauTzN_3174	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280183/FP200000283TL_L01_39_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280183/FP200000283TL_L01_39_2.fq.gz
CTauTzS_3709	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080456/FP200000259BR_L01_519_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080456/FP200000259BR_L01_519_2.fq.gz
CTauTzS_3711	/jbod1/seqAfrica/raw/disk2/210127_SEQ041_FP200000267BR_L01_SP2101080457/FP200000267BR_L01_520_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ041_FP200000267BR_L01_SP2101080457/FP200000267BR_L01_520_2.fq.gz
CTauTzS_7105	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280184/FP200000283TL_L01_115_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280184/FP200000283TL_L01_115_2.fq.gz
CTauTzS_7106	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280185/FP200000283TL_L01_49_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280185/FP200000283TL_L01_49_2.fq.gz
CTauTzS_7107	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280186/FP200000283TL_L01_50_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280186/FP200000283TL_L01_50_2.fq.gz
CTauTzS_7107	/jbod1/seqAfrica/raw/disk4/210306_SEQ024_FP100002289BR_L01_SP2101280186/FP100002289BR_L01_50_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210306_SEQ024_FP100002289BR_L01_SP2101280186/FP100002289BR_L01_50_2.fq.gz
CTauTzS_8872	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080458/FP200000259BR_L01_521_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080458/FP200000259BR_L01_521_2.fq.gz
CTauZmC_3748	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280187/FP200000283TL_L01_51_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280187/FP200000283TL_L01_51_2.fq.gz
CTauZmC_3745	/jbod1/seqAfrica/raw/disk4/210127_SEQ041_FP200000267BR_L01_SP2101080459/FP200000267BR_L01_522_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ041_FP200000267BR_L01_SP2101080459/FP200000267BR_L01_522_2.fq.gz
CTauZmC_3746	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280188/FP200000283TL_L01_52_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280188/FP200000283TL_L01_52_2.fq.gz
CTauZmC_3747	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280189/FP200000283TL_L01_53_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280189/FP200000283TL_L01_53_2.fq.gz
CTauZmE_2542	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080460/FP200000259BR_L01_523_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080460/FP200000259BR_L01_523_2.fq.gz
CTauZmE_2552	/jbod1/seqAfrica/raw/disk2/210127_SEQ041_FP200000267BR_L01_SP2101080461/FP200000267BR_L01_524_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ041_FP200000267BR_L01_SP2101080461/FP200000267BR_L01_524_2.fq.gz
CTauZmE_3749	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280190/FP200000283TL_L01_116_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280190/FP200000283TL_L01_116_2.fq.gz
CTauZw__1272	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080462/FP200000259BR_L01_525_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080462/FP200000259BR_L01_525_2.fq.gz
CTauZw__1273	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280191/FP200000283TL_L01_55_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280191/FP200000283TL_L01_55_2.fq.gz
CTauZw__1273	/jbod1/seqAfrica/raw/disk4/210306_SEQ024_FP100002289BR_L01_SP2101280191/FP100002289BR_L01_55_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210306_SEQ024_FP100002289BR_L01_SP2101280191/FP100002289BR_L01_55_2.fq.gz
CTauZw__1274	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280192/FP200000283TL_L01_56_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280192/FP200000283TL_L01_56_2.fq.gz
CTauZw__1276	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080463/FP200000259BR_L01_526_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080463/FP200000259BR_L01_526_2.fq.gz
CTauZw__1277	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080464/FP200000259BR_L01_527_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080464/FP200000259BR_L01_527_2.fq.gz
CTauZw__1278	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080465/FP200000259BR_L01_529_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080465/FP200000259BR_L01_529_2.fq.gz
CTauZw__1279	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080466/FP200000259BR_L01_530_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080466/FP200000259BR_L01_530_2.fq.gz
CTauNaC_2635	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080474/FP200000259BR_L01_538_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080474/FP200000259BR_L01_538_2.fq.gz
CTauNaC_2636	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080475/FP200000259BR_L01_539_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080475/FP200000259BR_L01_539_2.fq.gz
CTauNaC_2638	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080476/FP200000259BR_L01_540_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080476/FP200000259BR_L01_540_2.fq.gz
CTauNaC_2639	/jbod1/seqAfrica/raw/disk1/210220_SEQ043_FP200000284TL_L01_SP2101280205/FP200000284TL_L01_69_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210220_SEQ043_FP200000284TL_L01_SP2101280205/FP200000284TL_L01_69_2.fq.gz
CTauNaC__921	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080468/FP200000259BR_L01_532_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080468/FP200000259BR_L01_532_2.fq.gz
CTauNaC__935	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080469/FP200000259BR_L01_533_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080469/FP200000259BR_L01_533_2.fq.gz
CTauNaC__936	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080470/FP200000259BR_L01_534_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080470/FP200000259BR_L01_534_2.fq.gz
CTauNaC__940	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080471/FP200000259BR_L01_535_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080471/FP200000259BR_L01_535_2.fq.gz
CTauNaC__972	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080472/FP200000259BR_L01_536_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210127_SEQ044_FP200000259BR_L01_SP2101080472/FP200000259BR_L01_536_2.fq.gz
CTauNaC_1120	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080473/FP200000259BR_L01_537_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080473/FP200000259BR_L01_537_2.fq.gz
CTauTzND_738	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080467/FP200000259BR_L01_531_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ044_FP200000259BR_L01_SP2101080467/FP200000259BR_L01_531_2.fq.gz
CTauTzND_740	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280193/FP200000283TL_L01_57_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280193/FP200000283TL_L01_57_2.fq.gz
CTauTzND_741	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280194/FP200000283TL_L01_58_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280194/FP200000283TL_L01_58_2.fq.gz
CTauTzND_742	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280195/FP200000283TL_L01_59_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280195/FP200000283TL_L01_59_2.fq.gz
CTauTzND_743	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280196/FP200000283TL_L01_60_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280196/FP200000283TL_L01_60_2.fq.gz
CTauTzND_744	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280197/FP200000283TL_L01_61_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280197/FP200000283TL_L01_61_2.fq.gz
CTauTzND_745	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280198/FP200000283TL_L01_62_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280198/FP200000283TL_L01_62_2.fq.gz
CTauTzND_746	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280199/FP200000283TL_L01_63_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280199/FP200000283TL_L01_63_2.fq.gz
CTauTzND_747	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280200/FP200000283TL_L01_64_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280200/FP200000283TL_L01_64_2.fq.gz
CTauTzND_748	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280201/FP200000283TL_L01_65_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280201/FP200000283TL_L01_65_2.fq.gz
CTauTzND_749	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280202/FP200000283TL_L01_66_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280202/FP200000283TL_L01_66_2.fq.gz
CTauTzND_750	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280203/FP200000283TL_L01_67_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280203/FP200000283TL_L01_67_2.fq.gz
CTauTzND_751	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280204/FP200000283TL_L01_68_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210222_SEQ043_FP200000283TL_L01_SP2101280204/FP200000283TL_L01_68_2.fq.gz
CTauBwN_8010	/jbod1/seqAfrica/raw/theLost7/OBDWLZ-202012125D-01/2021-04-22/210128_SEQ022_FP100002120TR_L01_SP2101110731/FP100002120TR_L01_589_1.fq.gz	/jbod1/seqAfrica/raw/theLost7/OBDWLZ-202012125D-01/2021-04-22/210128_SEQ022_FP100002120TR_L01_SP2101110731/FP100002120TR_L01_589_2.fq.gz
		
CGnoZaE58005	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110486_wildebeest_black_200758005/run002/110486_S1_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110486_wildebeest_black_200758005/run002/110486_S1_L001_R2_001.fastq.gz
CGnoZaE58005	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110486_wildebeest_black_200758005/run002/110486_S1_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110486_wildebeest_black_200758005/run002/110486_S1_L002_R2_001.fastq.gz
CGnoZaE58005	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110486_wildebeest_black_200758005/run003/LIB110486_S1_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110486_wildebeest_black_200758005/run003/LIB110486_S1_L001_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run002/110487_S2_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run002/110487_S2_L001_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run002/110487_S2_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run002/110487_S2_L002_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run003/LIB110487_S2_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run003/LIB110487_S2_L001_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run008/110487_S2_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run008/110487_S2_L001_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run012/LIB110487_S1_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run012/LIB110487_S1_L001_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run012/LIB110487_S1_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run012/LIB110487_S1_L002_R2_001.fastq.gz
CGnoZa_58006	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run014/LIB110487_S1_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110487_wildebeest_black_200758006/run014/LIB110487_S1_L001_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run002/110488_S3_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run002/110488_S3_L001_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run002/110488_S3_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run002/110488_S3_L002_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run003/LIB110488_S3_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run003/LIB110488_S3_L001_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run008/110488_S3_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run008/110488_S3_L001_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run012/LIB110488_S2_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run012/LIB110488_S2_L001_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run012/LIB110488_S2_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run012/LIB110488_S2_L002_R2_001.fastq.gz
CGnoZa_58007	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run014/LIB110488_S2_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110488_wildebeest_black_200758007/run014/LIB110488_S2_L001_R2_001.fastq.gz
CGnoZaE58013	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110489_wildebeest_black_201258013/run002/110489_S4_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110489_wildebeest_black_201258013/run002/110489_S4_L001_R2_001.fastq.gz
CGnoZaE58013	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110489_wildebeest_black_201258013/run002/110489_S4_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110489_wildebeest_black_201258013/run002/110489_S4_L002_R2_001.fastq.gz
CGnoZaN58014	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110490_wildebeest_black_201258014/run002/110490_S5_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110490_wildebeest_black_201258014/run002/110490_S5_L001_R2_001.fastq.gz
CGnoZaN58014	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110490_wildebeest_black_201258014/run002/110490_S5_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110490_wildebeest_black_201258014/run002/110490_S5_L002_R2_001.fastq.gz
CGnoNa_58015	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110491_wildebeest_black_201258015/run002/110491_S6_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110491_wildebeest_black_201258015/run002/110491_S6_L001_R2_001.fastq.gz
CGnoNa_58015	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110491_wildebeest_black_201258015/run002/110491_S6_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110491_wildebeest_black_201258015/run002/110491_S6_L002_R2_001.fastq.gz
CGnoNa_58015	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110491_wildebeest_black_201258015/run003/LIB110491_S4_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110491_wildebeest_black_201258015/run003/LIB110491_S4_L001_R2_001.fastq.gz
CGnoZa_58016	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110492_wildebeest_black_201258016/run002/110492_S7_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110492_wildebeest_black_201258016/run002/110492_S7_L001_R2_001.fastq.gz
CGnoZa_58016	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110492_wildebeest_black_201258016/run002/110492_S7_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110492_wildebeest_black_201258016/run002/110492_S7_L002_R2_001.fastq.gz
CGnoNa_58017	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110493_wildebeest_black_201258017/run002/110493_S8_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110493_wildebeest_black_201258017/run002/110493_S8_L001_R2_001.fastq.gz
